Province/State,Country/Region,Lat,Long,1/1/2020,1/2/2020,1/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,1/8/2020,1/9/2020,1/10/2020,1/11/2020,1/12/2020,1/13/2020,1/14/2020,1/15/2020,1/16/2020,1/17/2020,1/18/2020,1/19/2020,1/20/2020,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020
"Middlesex County, MA",US,42.4672,-71.2874,99,22,8,18,99,100,24,9,24,0,15,27,99,13,14,10,99,8,98,97,0,4,93,7,13,100,26,0,0,0,0,3,96,17,0,16,100,100,100,94,14,100,99,12,100,7,93,8,0,100,19,14,5,3,0,0,99,99,100,5,7,5,0,98,98,0,22,8,0,0
"Nassau County, NY",US,40.6546,-73.5594,36,20,7,83,97,73,26,49,31,5,24,31,72,16,31,14,78,7,83,51,7,3,4,5,10,93,24,31,23,6,2,43,62,87,37,46,73,99,89,10,26,98,99,38,97,13,3,11,12,62,31,11,12,4,7,10,72,35,89,9,11,10,11,73,49,14,82,52,4,5
"Ramsey County, MN",US,44.9964,-93.0616,8,9,27,25,11,39,8,9,4,9,6,8,28,43,22,27,12,48,45,18,33,7,72,64,33,16,7,11,5,4,7,53,18,12,7,4,6,7,35,4,49,7,13,46,4,4,23,6,64,12,11,7,15,15,13,17,17,16,11,5,8,10,23,34,8,60,3,4,6,9
"Washoe County, NV",US,40.5608,-119.6035,15,25,11,4,16,19,6,6,17,33,10,23,26,23,38,9,26,23,3,2,3,26,17,26,61,21,73,35,12,17,23,10,6,45,6,6,9,10,4,6,7,2,4,4,2,7,9,21,6,6,6,4,5,5,4,6,3,1,1,1,15,18,2,4,1,2,2,16,13,19
"Wayne County, PA",US,41.6739,-75.2479,35,11,5,52,80,17,36,32,28,4,42,26,78,7,19,12,77,10,49,28,8,4,4,4,8,90,31,38,14,5,2,13,31,60,37,39,14,81,74,28,43,85,61,42,78,9,3,8,12,87,20,13,8,4,3,5,37,62,77,11,18,14,17,84,50,12,30,13,1,2
"Yolo County, CA",US,38.7646,-121.9018,8,20,8,11,31,18,7,25,21,83,14,31,27,33,43,15,93,30,14,10,19,83,19,46,51,86,92,21,32,15,15,10,11,13,9,9,9,11,10,9,4,2,3,5,7,10,17,15,7,8,8,8,8,9,14,11,4,5,4,3,12,15,4,3,4,7,8,68,24,18
"Santa Clara County, CA",US,37.3541,-121.9552,8,18,10,10,26,15,8,17,40,80,13,56,17,59,64,13,98,53,12,7,14,65,40,22,28,48,86,21,43,18,20,10,11,15,12,8,8,8,9,14,6,2,4,5,11,13,11,12,12,8,8,8,8,16,17,17,3,3,3,1,11,19,3,3,3,8,9,76,36,16
,French Guiana,3.9339,-53.1258,15,9,12,17,47,73,26,85,70,59,30,32,57,93,96,91,90,88,31,28,57,17,7,3,14,91,97,81,40,56,73,86,16,21,37,24,45,21,23,65,28,89,92,51,32,22,83,92,26,26,19,13,36,68,88,80,35,8,10,11,6,41,33,51,36,16,11,27,12,13
,Malta,35.9375,14.3754,7,5,2,12,14,0,5,5,3,5,47,82,89,64,15,7,7,9,2,11,26,8,6,5,7,6,10,3,10,10,11,13,9,6,5,14,15,4,3,7,8,3,5,6,8,4,5,5,8,3,8,5,9,5,4,7,6,5,7,4,4,4,44,84,6,2,36,41,28,96
"Douglas County, CO",US,39.2587,-104.9389,5,4,5,6,7,7,3,5,1,7,19,7,6,6,3,4,7,6,6,2,1,4,3,6,4,5,5,48,10,27,17,5,5,6,28,26,10,38,51,13,36,26,26,25,21,8,17,12,28,50,35,24,5,5,70,22,42,7,5,3,2,27,28,7,1,3,1,3,37,56
"Providence County, RI",US,41.8882,-71.4774,81,40,8,23,85,89,43,33,41,4,20,27,87,14,37,36,78,8,63,68,7,3,5,9,9,93,60,30,21,6,1,8,66,33,15,20,84,97,84,7,15,95,97,13,95,11,2,8,6,91,30,9,6,3,2,5,72,62,93,7,8,6,10,77,67,7,49,47,4,3
,Martinique,14.6415,-61.0242,17,26,49,57,51,69,41,20,34,52,49,65,79,90,90,65,40,35,48,12,16,24,76,36,19,26,15,14,12,36,21,14,27,27,23,26,22,35,41,83,84,40,71,84,50,53,50,41,54,34,63,40,20,21,31,78,38,36,14,28,19,18,17,35,33,14,24,13,23,21
"Alameda County, CA",US,37.6017,-121.7195,15,16,8,10,21,16,6,15,40,73,9,28,17,35,57,12,95,28,9,8,12,47,35,16,24,40,85,17,24,15,13,8,10,14,8,6,8,8,8,10,5,1,3,5,8,12,9,10,9,8,8,7,7,11,17,11,2,2,3,1,10,20,3,2,1,6,8,75,54,16
"Broward County, FL",US,26.1901,-80.3659,22,12,13,13,28,8,5,10,7,9,37,33,28,20,22,12,12,50,12,10,45,9,15,46,60,36,8,19,20,45,68,73,98,10,8,10,15,23,76,11,9,14,15,18,20,67,66,70,25,17,18,28,59,40,28,14,12,92,40,4,6,6,12,11,8,16,38,7,11,20
"Lee County, FL",US,26.663,-81.9535,24,12,10,14,73,8,3,8,9,8,19,18,27,20,21,14,14,22,12,20,18,5,10,21,24,22,9,27,18,74,44,74,99,16,9,9,20,42,76,10,11,12,17,26,20,44,28,46,21,17,26,28,38,17,14,12,13,77,28,4,9,8,11,9,9,12,16,5,9,14
"Pinal County, AZ",US,32.8162,-111.2845,6,7,11,7,6,6,5,6,1,35,22,1,6,7,6,8,31,9,9,6,7,85,17,8,5,6,7,10,3,6,6,2,6,8,10,6,6,6,5,4,3,81,57,12,4,5,4,5,8,8,8,8,8,95,31,7,5,2,1,1,5,3,11,15,3,3,8,4,13,7
"Rockland County, NY",US,41.1489,-73.983,43,19,8,70,95,47,28,19,25,4,23,30,81,15,35,18,84,7,50,39,6,6,7,9,8,96,27,30,18,5,1,48,53,70,41,48,76,96,93,9,26,97,97,42,96,10,2,8,10,66,18,9,8,3,3,4,76,50,89,7,10,9,11,90,56,8,77,37,2,1
"Saratoga County, NY",US,43.0324,-73.936,55,21,11,21,85,33,43,18,36,6,64,57,93,12,27,24,75,11,45,57,8,8,8,10,7,90,57,43,23,6,4,6,34,34,24,20,14,73,65,14,14,85,59,13,71,8,3,12,12,82,31,23,6,5,6,7,26,61,83,22,14,11,31,87,56,18,25,11,2,1
"Charleston County, SC",US,32.7957,-79.7848,4,4,13,25,81,10,5,12,6,10,25,55,67,63,18,22,27,6,45,76,5,7,8,20,92,49,9,85,20,71,95,95,63,9,8,12,18,91,90,9,8,11,26,34,75,34,16,88,61,92,86,98,84,6,8,39,98,89,14,6,20,8,23,89,99,98,30,6,7,17
"Clark County, WA",US,45.7466,-122.5194,96,97,90,78,99,99,100,97,94,56,99,100,99,98,90,83,92,97,98,52,24,98,99,100,99,96,99,99,99,97,89,95,98,59,72,89,100,100,99,95,28,12,31,30,78,81,99,83,71,22,8,6,8,18,93,60,20,22,12,72,98,28,89,61,36,17,99,96,40,14
"Cobb County, GA",US,33.8999,-84.5641,2,4,99,99,90,6,5,65,5,6,19,95,40,99,99,67,95,4,97,61,3,7,4,95,99,10,11,71,10,12,14,90,42,7,8,22,96,100,55,83,14,98,98,44,96,8,3,86,12,100,98,100,14,5,6,100,83,62,5,7,11,2,100,97,98,100,14,3,1,7
"Davis County, UT",US,40.9629,-112.0953,12,77,41,22,8,36,17,11,44,46,16,40,47,50,41,11,7,64,14,4,4,19,47,27,69,36,54,73,25,54,61,24,12,22,56,14,26,87,78,23,16,24,17,14,12,6,13,92,32,17,17,7,5,7,9,19,7,5,4,3,4,53,8,8,3,4,1,6,33,11
"El Paso County, CO",US,38.9108,-104.4723,2,3,4,5,5,10,3,5,1,8,14,9,4,4,3,6,9,5,7,2,1,4,3,6,3,5,4,50,10,17,8,2,5,6,23,17,7,24,44,10,25,17,30,15,21,5,15,9,35,51,28,30,6,4,31,15,28,6,4,1,1,22,35,5,1,4,1,1,15,32
"Honolulu County, HI",US,21.307,-157.8584,16,14,41,68,66,46,37,32,46,64,94,100,99,59,24,44,41,38,21,10,48,8,10,9,12,32,35,12,10,15,8,30,45,33,15,21,69,97,35,35,52,86,64,55,43,33,25,12,33,34,52,43,38,28,17,22,43,28,39,31,54,66,74,33,43,60,66,42,15,37
"Jackson County, OR ",US,42.3345,-122.7647,73,95,31,8,87,67,19,63,82,77,51,92,93,85,91,40,95,49,23,7,8,91,47,59,89,90,94,88,79,70,45,10,78,84,36,13,52,49,15,74,11,3,7,5,8,31,65,92,19,6,7,8,4,6,28,11,2,3,3,2,44,14,5,6,3,3,36,88,42,40
"Jefferson County, WA",US,47.7425,-123.304,90,85,55,85,79,78,94,96,28,28,72,75,66,44,54,70,67,50,93,84,83,88,83,96,90,78,92,74,84,77,68,94,94,41,40,69,94,98,88,74,18,18,38,33,64,57,72,64,57,34,16,16,13,61,87,41,39,36,22,78,60,30,80,55,28,79,61,56,52,24
"Kershaw County, SC",US,34.3672,-80.5883,3,2,50,82,94,9,1,33,4,5,20,66,98,94,76,27,47,1,60,79,5,4,2,9,99,73,12,59,14,20,32,98,52,10,9,15,69,99,81,33,11,18,62,37,71,8,7,92,34,88,96,98,41,4,7,94,96,36,9,5,6,3,61,99,64,99,18,5,2,9
"Klamath County, OR",US,42.6953,-121.6142,31,83,16,6,56,50,20,28,54,44,52,57,57,68,53,32,69,44,22,11,16,60,43,57,73,78,88,61,75,51,25,10,35,34,15,7,42,38,12,43,14,3,4,4,7,18,45,72,15,9,8,5,6,5,25,6,3,3,2,5,17,9,6,7,1,4,33,56,39,36
"Madera County, CA",US,37.2519,-119.6963,11,13,10,8,12,13,11,12,18,62,14,19,15,13,24,13,89,33,11,10,9,18,17,12,17,13,73,14,14,10,9,9,10,18,9,9,10,9,8,9,8,6,6,8,8,7,9,10,10,10,10,8,10,72,16,10,9,6,8,7,9,55,7,7,6,6,7,63,25,8
"Pierce County, WA",US,47.0676,-122.1295,98,94,81,85,98,92,100,99,84,56,92,98,91,74,71,40,80,73,91,62,32,91,95,100,98,85,95,96,96,91,89,99,98,41,64,87,100,100,100,97,26,14,51,36,78,88,95,83,66,19,7,9,9,46,96,55,25,41,13,79,91,28,89,84,63,69,98,94,42,14
"Tulsa County, OK",US,36.1593,-95.941,2,4,9,12,9,2,2,6,2,37,95,36,19,10,14,11,79,98,33,5,7,7,97,59,17,18,12,10,97,69,11,14,6,7,9,60,68,21,20,6,68,54,24,99,13,4,5,12,17,19,10,24,5,6,89,91,70,44,6,3,2,13,13,5,3,3,5,1,55,94
,Bulgaria,42.7339,25.4858,15,18,1,12,55,49,12,2,0,5,7,66,3,0,2,7,5,4,6,16,6,1,5,2,2,5,28,19,13,44,7,12,5,11,20,69,63,44,23,7,12,75,16,10,13,69,11,11,7,49,94,74,57,5,7,3,4,75,64,35,2,6,6,44,89,2,8,85,94,46
,Maldives,3.2028,73.2207,13,20,80,61,56,51,47,56,27,22,9,50,84,11,11,6,8,22,67,89,34,52,57,83,67,7,9,4,10,9,8,6,30,17,14,21,6,9,4,17,19,8,39,84,87,81,36,50,83,11,11,65,99,71,30,20,22,6,15,4,6,5,25,12,4,3,8,5,6,5
"Montgomery County, PA",US,40.229,-75.3879,42,15,7,87,96,24,15,60,25,7,21,27,78,13,59,13,70,6,78,41,7,3,4,7,14,99,21,24,20,5,3,28,53,65,13,51,71,98,95,11,14,99,99,62,96,11,3,8,9,44,16,9,9,3,4,6,88,53,91,12,10,9,24,87,22,6,97,53,4,1
,Bangladesh,23.685,90.3563,4,16,83,34,37,2,3,2,61,5,7,3,4,0,3,4,5,5,1,7,3,2,4,3,3,4,5,4,16,67,16,4,3,3,6,5,3,5,5,7,6,3,2,5,4,5,6,4,7,4,4,5,3,6,4,69,69,4,4,2,5,5,30,16,26,32,61,16,6,3
"Fairfax County, VA",US,38.9085,-77.2405,28,9,8,92,96,18,2,78,13,7,16,28,79,12,68,15,16,6,85,47,6,3,4,6,49,98,15,19,19,8,5,19,74,32,8,54,86,99,95,9,9,97,99,56,84,10,5,7,11,36,36,15,10,5,5,12,87,69,86,13,5,5,67,64,10,3,63,12,3,2
"Rockingham County, NH",US,42.9931,-71.0498,82,23,76,20,66,56,14,6,33,8,17,33,69,12,76,17,81,11,26,34,8,5,6,8,17,98,96,30,18,5,1,3,31,14,10,14,16,64,62,13,10,87,86,73,92,9,3,7,9,86,26,13,5,3,5,3,31,19,80,6,8,6,12,91,83,7,17,7,5,6
"Washington, D.C.",US,38.9072,-77.0369,24,9,8,95,96,17,4,84,13,7,18,27,80,12,61,14,16,6,88,44,6,3,4,6,45,98,15,19,18,8,5,21,77,36,9,71,90,99,96,34,35,98,100,71,90,9,31,7,34,33,56,14,33,31,32,38,92,62,91,11,32,33,72,74,10,3,64,13,31,30
,Paraguay,-23.4425,-58.4438,47,35,9,4,7,14,54,95,38,20,51,79,77,88,37,18,56,85,41,20,10,57,84,42,11,4,4,11,12,79,97,19,15,35,62,18,55,26,68,37,51,62,7,24,20,21,26,17,24,26,41,62,32,11,3,8,65,86,2,3,4,3,6,3,2,5,1,9,16,17
"Berkshire County, MA",US,42.3118,-73.1822,52,22,7,21,78,41,34,11,39,6,41,36,88,11,16,19,80,8,36,43,10,5,7,5,5,87,57,40,21,9,2,10,39,28,23,17,16,72,70,19,28,89,61,12,80,13,3,8,16,85,39,21,8,4,4,5,32,63,88,10,22,10,10,81,68,15,21,12,2,1
"Davidson County, TN",US,36.1343,-86.822,7,4,97,98,79,7,32,48,5,5,86,96,11,18,89,80,13,21,86,4,8,5,3,96,95,26,40,80,23,47,39,74,77,8,12,99,99,89,45,18,19,99,97,98,91,5,4,12,12,98,14,74,5,3,28,97,62,74,10,66,24,24,97,84,6,5,10,3,1,15
"Douglas County, OR",US,43.1261,-123.2492,87,97,28,18,93,82,52,81,93,75,78,98,96,94,96,87,96,61,44,10,14,93,70,75,91,94,96,96,91,78,28,12,88,80,49,23,89,56,31,87,19,10,16,14,26,44,94,94,25,17,7,8,7,13,55,19,8,10,7,33,71,17,10,12,9,5,78,90,38,26
"Fresno County, CA",US,36.9859,-119.2321,15,17,14,10,12,13,10,12,23,56,15,23,22,19,31,14,81,45,11,10,11,24,17,10,20,16,84,22,21,16,14,7,8,23,7,7,8,9,6,7,43,4,6,8,7,9,9,11,14,14,10,8,11,93,41,11,5,1,2,1,10,67,7,6,3,3,5,69,31,10
"Harford County, MD",US,39.5839,-76.3637,34,12,9,89,96,28,8,71,24,8,24,36,72,13,57,14,28,7,84,45,6,3,4,5,22,98,18,28,19,6,3,23,78,45,11,65,81,98,94,9,13,98,99,57,89,11,3,8,10,33,19,13,13,3,4,9,83,71,88,15,9,5,67,70,15,6,94,56,4,3
"Hendricks County, IN",US,39.8065,-86.5401,18,5,43,91,76,8,5,10,5,37,100,98,39,14,8,22,8,26,95,14,11,7,3,67,94,60,16,17,12,12,7,28,47,8,12,93,63,22,28,54,97,98,18,70,50,5,8,16,77,83,9,13,5,5,3,95,89,59,25,33,8,14,97,89,7,6,21,4,2,81
"Hudson County, NJ",US,40.7453,-74.0535,37,16,12,87,99,40,47,28,23,5,22,30,82,13,62,11,90,6,84,41,6,3,12,5,9,98,19,27,16,10,2,69,59,81,41,54,72,99,94,15,28,98,99,27,99,10,2,10,11,56,17,13,10,3,11,5,84,44,93,14,8,8,17,86,45,7,94,41,3,1
"Johnson County, KS",US,38.8454,-94.8521,4,4,9,10,8,4,6,6,4,16,94,57,11,27,16,12,9,88,53,6,12,4,87,78,68,11,12,16,27,45,16,20,5,7,9,36,21,6,9,4,36,6,8,89,25,26,10,10,27,13,12,9,4,2,60,99,55,11,8,7,3,11,8,6,5,3,4,1,19,100
"Kittitas County, WA",US,47.175,-120.9319,92,86,39,50,60,56,85,88,34,22,52,62,49,40,45,28,45,52,47,40,44,70,82,90,90,62,69,64,66,81,38,76,84,40,45,49,85,98,96,59,41,42,25,44,32,54,69,65,45,42,9,10,9,27,71,40,41,48,11,19,53,13,59,66,37,10,39,56,43,5
"Manatee County, FL",US,27.4799,-82.3452,14,19,10,13,79,7,4,8,6,8,15,19,28,19,23,31,15,21,12,57,19,4,9,21,28,19,10,28,14,56,35,38,96,13,10,9,19,47,79,9,10,12,15,23,22,61,21,51,21,18,25,34,40,15,13,13,19,85,34,2,9,8,11,8,8,14,15,4,9,13
"Marion County, OR",US,44.8446,-122.5927,92,96,62,56,97,95,98,91,93,56,94,99,97,98,89,80,90,87,93,28,18,96,95,98,95,95,98,98,99,92,56,50,97,63,60,72,99,95,94,93,25,12,17,17,66,69,99,96,79,18,9,9,10,12,92,41,12,18,8,66,93,20,37,39,41,10,92,93,36,24
"Okaloosa County, FL",US,30.5773,-86.6611,4,10,65,96,27,7,6,10,3,9,56,90,85,87,75,33,57,16,87,54,5,4,6,95,69,7,84,85,7,86,14,96,28,9,10,21,91,98,21,17,9,35,56,65,78,16,6,86,25,47,47,93,9,6,9,95,95,19,6,4,6,7,47,40,93,84,5,4,5,11
"Polk County, GA",US,34.0132,-85.1479,50,50,99,98,87,53,5,71,5,6,19,87,56,97,98,87,93,5,95,20,5,5,2,97,98,11,12,89,54,13,16,26,34,8,8,56,98,100,76,92,11,99,99,68,97,7,3,34,11,99,94,99,52,3,6,99,88,83,6,9,8,3,99,95,93,100,10,4,1,7
"Riverside County, CA",US,33.9533,-117.3961,4,3,6,6,8,6,6,5,5,40,6,7,8,8,7,10,24,70,5,4,8,35,6,4,4,6,9,8,4,2,4,2,5,10,23,6,7,7,5,5,61,11,1,2,3,5,4,5,8,8,11,7,6,79,36,4,1,3,1,0,2,56,19,2,2,1,3,17,19,5
"Shelby County, TN",US,35.1269,-89.9253,4,6,99,99,15,7,5,8,7,35,90,98,15,19,81,89,19,60,96,2,10,5,23,98,73,14,78,28,30,79,48,92,22,7,16,99,96,88,37,13,69,100,97,100,38,4,6,39,38,98,13,89,6,4,90,99,16,36,9,16,6,72,94,75,7,7,2,3,1,93
"St. Louis County, MO",US,38.6103,-90.4125,7,2,10,34,28,5,3,7,3,89,100,99,10,23,17,19,7,84,94,6,16,6,51,95,66,25,11,16,17,49,20,33,19,7,10,74,78,24,53,20,99,86,30,96,54,3,6,11,80,25,8,11,4,4,7,99,86,64,15,20,9,84,92,16,4,5,5,2,4,99
"Suffolk County, NY",US,40.9849,-72.6151,66,18,20,60,94,79,30,59,40,18,26,34,72,16,21,18,81,20,80,71,19,17,16,4,21,88,23,40,27,20,17,40,63,70,36,24,78,99,89,24,25,96,99,31,97,22,3,21,16,74,31,10,23,3,21,11,64,50,86,23,12,20,10,62,56,22,67,44,5,7
"Ulster County, NY",US,41.8586,-74.3118,45,18,9,34,90,24,30,16,24,5,46,37,86,13,18,15,73,8,42,35,6,6,7,7,6,93,37,35,20,6,3,13,39,47,24,38,43,81,80,18,28,82,68,23,74,8,3,9,10,82,22,15,8,4,4,5,37,69,87,10,16,10,11,92,49,12,41,33,2,2
"Volusia County, FL",US,29.028,-81.0755,7,14,9,15,71,7,3,8,7,10,19,28,33,25,26,31,22,19,18,55,15,11,75,37,56,15,10,22,11,46,45,33,82,10,10,9,17,53,76,7,9,9,17,21,17,68,22,79,32,27,31,67,85,32,23,21,53,95,36,2,9,8,16,11,11,28,18,7,14,15
Ontario,Canada,51.2538,-85.3232,17,10,20,20,15,16,20,21,12,32,13,10,12,11,47,14,12,19,40,9,9,7,15,13,12,12,13,12,9,8,5,12,41,32,26,15,16,7,7,5,14,9,20,14,5,7,28,8,21,22,8,7,9,9,12,15,14,14,23,19,7,38,45,40,35,11,6,11,48,43
Alberta,Canada,53.9333,-116.5765,13,15,13,23,13,6,15,14,13,8,8,13,17,16,8,8,10,14,10,8,3,9,16,10,16,11,2,7,12,16,9,28,27,23,15,14,28,23,14,18,28,10,68,8,50,20,27,13,25,13,4,9,10,18,12,18,9,23,14,18,57,13,35,41,30,13,21,21,13,8
Quebec,Canada,52.9399,-73.5491,12,17,17,18,15,10,2,9,12,6,16,10,7,7,5,11,9,17,14,10,19,20,20,22,7,13,25,6,5,5,5,5,11,21,28,37,10,22,6,7,16,11,27,33,6,6,20,22,6,30,23,8,19,35,7,34,12,9,11,27,8,7,21,23,6,11,4,12,5,6
"Johnson County, IA",US,41.6699,-91.5984,34,62,33,63,56,74,6,8,0,31,97,49,25,36,63,20,33,56,53,36,38,31,79,75,91,62,48,55,7,6,11,85,73,11,13,9,9,8,25,8,96,5,12,83,30,28,57,19,98,27,24,10,5,4,27,18,17,16,18,37,27,6,12,15,27,9,26,2,6,99
,Albania,41.1533,20.1683,9,8,1,10,35,0,4,2,0,4,66,73,8,0,3,6,4,4,25,2,4,1,2,3,53,56,98,84,98,66,11,11,10,21,78,94,5,5,5,8,45,68,67,12,96,19,7,5,7,30,96,10,11,2,2,3,60,96,94,3,3,49,87,98,44,64,98,98,76,41
,Cyprus,35.1264,33.4299,46,95,98,67,26,89,97,87,60,11,4,10,7,24,10,88,99,40,78,37,9,3,28,18,3,3,8,82,22,34,9,6,3,5,9,51,63,25,30,7,5,70,71,55,8,19,12,5,38,77,5,93,46,20,77,6,3,3,18,73,28,4,5,1,4,22,1,4,5,3
"Harrison County, KY",US,38.4333,-84.3542,15,5,71,98,87,13,5,13,6,3,60,89,35,12,35,35,9,5,93,9,9,4,3,77,98,73,20,32,16,11,9,89,71,8,10,98,91,82,46,47,39,99,90,94,74,5,5,15,9,95,13,17,4,4,3,91,95,93,15,33,13,4,92,90,5,4,28,5,1,7
,Brunei,4.5353,114.7277,81,57,80,83,53,49,59,72,57,91,96,99,97,94,86,96,95,71,81,36,14,17,7,16,38,92,79,53,76,61,18,23,25,52,65,56,23,18,77,97,83,15,63,52,73,83,78,76,51,72,25,8,8,11,13,22,80,85,77,66,30,65,97,99,100,90,21,9,52,79
"Bennington County, VT",US,43.0279,-73.135,47,25,9,21,80,31,44,20,40,8,43,48,92,15,27,27,80,11,39,61,11,8,10,6,6,81,69,54,21,10,3,7,42,27,34,19,15,73,72,19,24,88,62,19,75,13,3,21,22,84,40,31,8,9,7,7,21,56,81,21,27,13,18,83,80,27,21,25,4,1
"Carver County, MN",US,44.8254,-93.7842,9,8,20,41,11,17,8,15,4,8,6,9,23,23,17,24,13,54,39,18,19,8,31,49,18,13,13,10,6,5,9,56,26,15,7,5,6,7,23,4,54,6,12,26,4,4,25,9,64,10,11,8,16,17,17,20,20,14,16,7,10,15,22,41,7,42,6,6,8,12
"Charlotte County, FL",US,26.8946,-81.9098,21,14,10,12,73,7,3,7,8,8,18,19,28,22,26,16,15,22,12,20,15,4,10,22,28,20,9,28,15,76,48,56,99,14,9,9,19,41,77,10,11,12,17,27,19,54,28,54,22,18,26,28,42,16,14,13,12,79,28,2,8,7,10,9,8,11,13,5,8,14
"Cherokee County, GA",US,34.2515,-84.4803,2,2,100,100,99,0,5,90,5,6,20,100,37,100,100,95,100,3,100,94,3,4,2,100,100,10,9,99,7,12,15,98,34,8,8,89,100,100,87,69,92,100,100,90,100,7,3,28,9,100,100,100,9,3,6,100,99,54,5,16,55,0,100,100,100,100,41,2,0,6
"Collin County, TX",US,33.1795,-96.493,2,6,12,13,9,5,2,8,3,59,97,95,5,10,16,31,95,98,55,3,6,32,96,70,11,11,33,16,97,44,18,18,6,7,44,85,76,17,5,8,69,93,97,97,10,5,7,16,15,62,82,93,7,12,48,24,10,17,4,3,3,12,13,14,100,46,2,5,10,80
"Jefferson County, KY",US,38.1938,-85.6435,13,6,90,99,76,9,6,8,5,4,94,98,23,13,25,25,10,12,94,7,10,5,3,89,99,66,12,22,9,31,15,95,36,7,12,99,88,62,49,56,67,99,89,96,67,3,4,12,13,97,12,19,4,3,3,97,95,91,14,42,7,26,97,91,5,4,15,3,1,20
"Jefferson Parish, LA",US,29.6499,-90.1121,4,17,76,97,14,6,7,15,5,27,80,90,49,88,33,25,49,33,66,48,5,5,6,95,13,9,97,40,14,78,23,93,11,10,14,36,90,93,8,16,15,63,60,67,83,10,8,94,20,39,49,93,10,12,9,39,36,17,10,3,7,17,35,38,59,43,6,5,8,14
"Shasta County, CA",US,40.7909,-121.8474,9,43,9,7,79,45,7,50,79,75,60,74,62,87,88,48,91,62,10,10,15,92,72,76,82,89,98,80,83,18,18,7,10,42,8,6,10,11,6,13,7,2,3,4,5,10,16,43,8,7,7,7,6,2,15,6,1,1,1,1,13,8,2,2,1,3,12,91,52,31
"Spartanburg County, SC",US,34.8606,-81.9535,3,4,87,94,64,5,2,59,4,5,27,91,65,97,93,24,30,3,83,56,5,5,2,21,99,20,9,60,8,12,17,96,27,8,8,20,89,100,73,71,14,86,94,46,78,8,6,52,9,91,86,90,24,4,7,96,97,21,7,8,7,3,31,92,21,96,10,4,1,7
,Iran (Islamic Republic of),32,53,2,5,1,47,7,0,5,2,7,15,49,3,3,10,2,3,3,3,0,2,5,26,36,1,2,9,4,0,1,2,2,2,3,2,5,3,0,1,1,1,1,0,1,1,1,1,1,4,7,4,16,4,2,2,2,4,6,2,1,1,1,1,1,1,0,0,0,2,1,0
,Republic of Korea,36,128,3,6,0,4,3,92,98,75,4,4,5,7,10,0,2,3,2,2,7,10,3,65,77,3,19,11,94,78,75,55,37,14,2,6,2,3,1,3,6,3,5,3,95,16,4,38,91,33,6,2,5,28,72,5,3,93,30,33,53,2,9,11,5,16,4,2,56,4,51,99
Washington,US,47.4009,-121.4905,96,96,70,78,90,86,97,97,74,32,73,85,76,64,64,27,62,57,84,40,26,85,90,98,96,85,92,89,93,90,84,98,98,37,40,71,98,99,99,90,22,24,59,33,82,87,90,80,61,20,11,12,13,65,89,70,19,44,17,78,73,33,89,88,68,32,85,76,35,8
New York,US,42.1657,-74.9481,31,13,6,34,81,22,31,28,32,6,55,39,85,7,16,14,77,11,40,44,9,5,5,4,8,87,43,47,16,8,4,15,40,50,30,38,12,84,83,21,34,86,55,28,70,12,3,15,19,88,35,27,11,6,5,6,34,64,81,20,27,18,17,90,64,18,24,18,1,1
California,US,36.1162,-119.6816,11,10,9,11,11,16,11,18,14,81,12,12,9,9,8,9,83,25,12,14,17,28,21,12,19,14,44,12,12,13,12,10,12,11,8,6,8,9,6,6,6,3,2,5,5,10,10,14,7,7,8,8,9,81,11,8,5,5,4,3,7,15,5,2,3,6,8,18,17,10
Hong Kong,Hong Kong SAR,22.3,114.2,13,7,1,10,10,23,28,7,7,5,10,11,36,0,22,24,26,9,23,3,10,14,8,37,87,86,21,50,14,3,5,12,8,27,77,28,32,32,2,8,9,41,21,55,90,85,88,6,7,6,5,6,6,10,10,9,9,11,6,2,8,7,16,37,18,13,10,32,61,47
Massachusetts,US,42.2302,-71.5301,75,23,8,18,79,83,28,11,25,5,16,25,88,12,19,18,70,8,48,46,7,3,5,7,8,93,53,32,23,6,2,6,48,27,14,17,70,90,74,8,15,95,88,13,91,10,3,8,7,90,30,12,7,4,2,3,72,65,92,7,9,7,11,70,78,8,27,15,3,3
Taiwan,Taipei and environs,23.7,121,12,4,1,9,8,3,8,2,3,4,6,10,33,0,2,7,2,3,1,3,3,3,9,7,22,79,36,81,20,22,5,6,5,14,31,33,14,9,6,8,12,12,17,39,39,18,25,49,25,2,8,7,7,18,4,8,7,21,8,30,14,6,10,55,80,27,17,14,19,76
